,County Name,Measure Name,Score Readmission,Score,Score Medicare
2925,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1
2926,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1
2927,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1
2928,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1
2929,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,1
2930,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.5,1
2931,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,1
2932,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1
2933,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1
2934,SEDGWICK,Hospital return days for heart attack patients,17.6,6.9,1
2935,SEDGWICK,Hospital return days for heart failure patients,17.6,-1,1
2936,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,1
2937,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1
2938,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.2,1
2939,SEDGWICK,Rate of readmission for CABG,17.6,11.1,1
2940,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1
2941,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,20.4,1
2942,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,Not Available,1
2943,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,1
2944,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1
2945,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1
2946,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,1
2947,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,1
2948,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,1
2949,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1
2950,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1
2951,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1
2952,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1
2953,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,1
2954,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.1,1
2955,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,1
2956,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1
2957,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1
2958,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,1
2959,SEDGWICK,Hospital return days for heart failure patients,17.6,-5.2,1
2960,SEDGWICK,Hospital return days for pneumonia patients,17.6,-30.4,1
2961,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,15.8,1
2962,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1
2963,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1
2964,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.3,1
2965,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,22.8,1
2966,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.3,1
2967,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,15,1
2968,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,14.7,1
2969,SEDGWICK,Rate of readmission for stroke patients,17.6,11.7,1
2970,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,16.2,1
2971,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,23.6,1
2972,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,17.6,1
2973,SEDGWICK,Hospital return days for heart attack patients,17.6,-14.8,1.03
2974,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.2,1.03
2975,SEDGWICK,Hospital return days for pneumonia patients,17.6,5.4,1.03
2976,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,1.03
2977,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,15.4,1.03
2978,SEDGWICK,Rate of readmission for CABG,17.6,12,1.03
2979,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.7,1.03
2980,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.6,1.03
2981,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.9,1.03
2982,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,1.03
2983,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.6,1.03
2984,SEDGWICK,Rate of readmission for stroke patients,17.6,11.2,1.03
2985,SEDGWICK,Hospital return days for heart attack patients,17.6,-1.8,1.03
2986,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.7,1.03
2987,SEDGWICK,Hospital return days for pneumonia patients,17.6,14.6,1.03
2988,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,1.03
2989,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.6,1.03
2990,SEDGWICK,Rate of readmission for CABG,17.6,12.7,1.03
2991,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.4,1.03
2992,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.8,1.03
2993,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.8,1.03
2994,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.3,1.03
2995,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.2,1.03
2996,SEDGWICK,Rate of readmission for stroke patients,17.6,11.6,1.03
2997,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,1.03
2998,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,1.03
2999,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,1.03
3000,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1.03
3001,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1.03
3002,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1.03
3003,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1.03
3004,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,1.03
3005,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.5,1.03
3006,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,1.03
3007,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1.03
3008,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1.03
3009,SEDGWICK,Hospital return days for heart attack patients,17.6,6.9,1.03
3010,SEDGWICK,Hospital return days for heart failure patients,17.6,-1,1.03
3011,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,1.03
3012,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1.03
3013,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.2,1.03
3014,SEDGWICK,Rate of readmission for CABG,17.6,11.1,1.03
3015,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1.03
3016,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,20.4,1.03
3017,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,Not Available,1.03
3018,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,1.03
3019,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1.03
3020,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1.03
3021,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,1.03
3022,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,1.03
3023,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,1.03
3024,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,1.03
3025,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1.03
3026,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1.03
3027,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,1.03
3028,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,1.03
3029,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.1,1.03
3030,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,1.03
3031,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,1.03
3032,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,1.03
3033,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,1.03
3034,SEDGWICK,Hospital return days for heart failure patients,17.6,-5.2,1.03
3035,SEDGWICK,Hospital return days for pneumonia patients,17.6,-30.4,1.03
3036,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,15.8,1.03
3037,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,1.03
3038,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,1.03
3039,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.3,1.03
3040,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,22.8,1.03
3041,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.3,1.03
3042,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,15,1.03
3043,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,14.7,1.03
3044,SEDGWICK,Rate of readmission for stroke patients,17.6,11.7,1.03
3045,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,16.2,1.03
3046,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,23.6,1.03
3047,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,17.6,1.03
3048,SEDGWICK,Hospital return days for heart attack patients,17.6,-14.8,0.93
3049,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.2,0.93
3050,SEDGWICK,Hospital return days for pneumonia patients,17.6,5.4,0.93
3051,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.93
3052,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,15.4,0.93
3053,SEDGWICK,Rate of readmission for CABG,17.6,12,0.93
3054,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.7,0.93
3055,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.6,0.93
3056,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.9,0.93
3057,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.93
3058,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.6,0.93
3059,SEDGWICK,Rate of readmission for stroke patients,17.6,11.2,0.93
3060,SEDGWICK,Hospital return days for heart attack patients,17.6,-1.8,0.93
3061,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.7,0.93
3062,SEDGWICK,Hospital return days for pneumonia patients,17.6,14.6,0.93
3063,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.93
3064,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.6,0.93
3065,SEDGWICK,Rate of readmission for CABG,17.6,12.7,0.93
3066,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.4,0.93
3067,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.8,0.93
3068,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.8,0.93
3069,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.3,0.93
3070,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.2,0.93
3071,SEDGWICK,Rate of readmission for stroke patients,17.6,11.6,0.93
3072,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3073,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,0.93
3074,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3075,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3076,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3077,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3078,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3079,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,0.93
3080,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.5,0.93
3081,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.93
3082,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3083,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3084,SEDGWICK,Hospital return days for heart attack patients,17.6,6.9,0.93
3085,SEDGWICK,Hospital return days for heart failure patients,17.6,-1,0.93
3086,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3087,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3088,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.2,0.93
3089,SEDGWICK,Rate of readmission for CABG,17.6,11.1,0.93
3090,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3091,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,20.4,0.93
3092,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,Not Available,0.93
3093,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,0.93
3094,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3095,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3096,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3097,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,0.93
3098,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3099,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3100,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3101,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3102,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3103,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,0.93
3104,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.1,0.93
3105,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,0.93
3106,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3107,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3108,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3109,SEDGWICK,Hospital return days for heart failure patients,17.6,-5.2,0.93
3110,SEDGWICK,Hospital return days for pneumonia patients,17.6,-30.4,0.93
3111,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,15.8,0.93
3112,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3113,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3114,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.3,0.93
3115,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,22.8,0.93
3116,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.3,0.93
3117,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,15,0.93
3118,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,14.7,0.93
3119,SEDGWICK,Rate of readmission for stroke patients,17.6,11.7,0.93
3120,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,16.2,0.93
3121,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,23.6,0.93
3122,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,17.6,0.93
3123,SEDGWICK,Hospital return days for heart attack patients,17.6,-14.8,0.93
3124,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.2,0.93
3125,SEDGWICK,Hospital return days for pneumonia patients,17.6,5.4,0.93
3126,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.93
3127,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,15.4,0.93
3128,SEDGWICK,Rate of readmission for CABG,17.6,12,0.93
3129,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.7,0.93
3130,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.6,0.93
3131,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.9,0.93
3132,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.93
3133,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.6,0.93
3134,SEDGWICK,Rate of readmission for stroke patients,17.6,11.2,0.93
3135,SEDGWICK,Hospital return days for heart attack patients,17.6,-1.8,0.93
3136,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.7,0.93
3137,SEDGWICK,Hospital return days for pneumonia patients,17.6,14.6,0.93
3138,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.93
3139,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.6,0.93
3140,SEDGWICK,Rate of readmission for CABG,17.6,12.7,0.93
3141,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.4,0.93
3142,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.8,0.93
3143,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.8,0.93
3144,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.3,0.93
3145,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.2,0.93
3146,SEDGWICK,Rate of readmission for stroke patients,17.6,11.6,0.93
3147,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3148,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,0.93
3149,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3150,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3151,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3152,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3153,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3154,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,0.93
3155,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.5,0.93
3156,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.93
3157,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3158,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3159,SEDGWICK,Hospital return days for heart attack patients,17.6,6.9,0.93
3160,SEDGWICK,Hospital return days for heart failure patients,17.6,-1,0.93
3161,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3162,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3163,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.2,0.93
3164,SEDGWICK,Rate of readmission for CABG,17.6,11.1,0.93
3165,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3166,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,20.4,0.93
3167,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,Not Available,0.93
3168,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,0.93
3169,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3170,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3171,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3172,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,0.93
3173,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.93
3174,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.93
3175,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3176,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3177,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.93
3178,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,0.93
3179,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.1,0.93
3180,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.4,0.93
3181,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.93
3182,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.93
3183,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.93
3184,SEDGWICK,Hospital return days for heart failure patients,17.6,-5.2,0.93
3185,SEDGWICK,Hospital return days for pneumonia patients,17.6,-30.4,0.93
3186,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,15.8,0.93
3187,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.93
3188,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.93
3189,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.3,0.93
3190,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,22.8,0.93
3191,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,4.3,0.93
3192,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,15,0.93
3193,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,14.7,0.93
3194,SEDGWICK,Rate of readmission for stroke patients,17.6,11.7,0.93
3195,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,16.2,0.93
3196,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,23.6,0.93
3197,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,17.6,0.93
3198,SEDGWICK,Hospital return days for heart attack patients,17.6,-14.8,0.97
3199,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.2,0.97
3200,SEDGWICK,Hospital return days for pneumonia patients,17.6,5.4,0.97
3201,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.97
3202,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,15.4,0.97
3203,SEDGWICK,Rate of readmission for CABG,17.6,12,0.97
3204,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.7,0.97
3205,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.6,0.97
3206,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.9,0.97
3207,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.97
3208,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.6,0.97
3209,SEDGWICK,Rate of readmission for stroke patients,17.6,11.2,0.97
3210,SEDGWICK,Hospital return days for heart attack patients,17.6,-1.8,0.97
3211,SEDGWICK,Hospital return days for heart failure patients,17.6,-4.7,0.97
3212,SEDGWICK,Hospital return days for pneumonia patients,17.6,14.6,0.97
3213,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,16,0.97
3214,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,14.6,0.97
3215,SEDGWICK,Rate of readmission for CABG,17.6,12.7,0.97
3216,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,20.4,0.97
3217,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,19.8,0.97
3218,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.8,0.97
3219,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.3,0.97
3220,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,16.2,0.97
3221,SEDGWICK,Rate of readmission for stroke patients,17.6,11.6,0.97
3222,SEDGWICK,Hospital return days for heart attack patients,17.6,Not Available,0.97
3223,SEDGWICK,Hospital return days for heart failure patients,17.6,Not Available,0.97
3224,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.97
3225,SEDGWICK,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",17.6,Not Available,0.97
3226,SEDGWICK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,17.6,Not Available,0.97
3227,SEDGWICK,Rate of readmission for CABG,17.6,Not Available,0.97
3228,SEDGWICK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,17.6,Not Available,0.97
3229,SEDGWICK,Heart failure (HF) 30-Day Readmission Rate,17.6,Not Available,0.97
3230,SEDGWICK,Rate of readmission after hip/knee replacement,17.6,3.5,0.97
3231,SEDGWICK,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,17.6,14.5,0.97
3232,SEDGWICK,Pneumonia (PN) 30-Day Readmission Rate,17.6,Not Available,0.97
3233,SEDGWICK,Rate of readmission for stroke patients,17.6,Not Available,0.97
3234,SEDGWICK,Hospital return days for heart attack patients,17.6,6.9,0.97
3235,SEDGWICK,Hospital return days for heart failure patients,17.6,-1,0.97
3236,SEDGWICK,Hospital return days for pneumonia patients,17.6,Not Available,0.97
