Provider_ID,Hospital Name,Address,City,State,ZIP Code,County,Measure Name,Measure ID,National Rate,Compare to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnotes,Measure Start Date,Measure End Date
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,323,9.3,6.9,12.5,,7/1/14,6/30/17
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,130,12.3,8.8,16.4,,7/1/14,6/30/17
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,150,19.3,15.6,23.8,,7/1/14,6/30/17
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,422,21.7,18.6,25.3,,7/1/14,6/30/17
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,146,17.3,13.9,21.4,,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,75,11.2,7.7,16.1,,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,126,15.3,11.3,20.4,,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,92,21.9,17.3,27.1,,7/1/14,6/30/17
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,151,15.6,12.3,19.5,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,88,12.3,9.4,15.7,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,327,11.6,9,14.7,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,280,13,10.4,16,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,100,16,12.8,19.9,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,406,24.4,21.3,28,,7/1/14,6/30/17
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,322,17.6,14.7,20.6,,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,146,10.8,7.7,15,,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,152,14.4,10.6,19.7,,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,174,21.6,17.5,25.9,,7/1/14,6/30/17
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,179,17.9,14.4,22,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,100,12.8,9.9,16.4,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,391,7.5,5.7,9.9,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,Better than the National Rate,255,11.7,9,14.9,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,123,19.5,15.9,24,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,573,28.7,25.4,32.2,,7/1/14,6/30/17
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,312,20.9,17.6,24.3,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,190,13.2,10.3,16.7,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,461,10.9,8.7,13.6,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,616,14.6,12.3,17.1,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Worse than the National Rate,206,19.6,16.4,23.5,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,578,27.7,24.6,31.2,,7/1/14,6/30/17
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,711,21.3,18.8,24,,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,193,10.5,7.8,14,,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,Better than the National Rate,210,11.5,8.6,14.9,,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,258,22.8,19.2,27,,7/1/14,6/30/17
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,251,20.9,17.4,24.7,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,236,11.8,9.3,14.9,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,884,8.2,6.7,10.1,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,Better than the National Rate,689,10.5,8.6,12.9,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Worse than the National Rate,268,20,16.8,23.8,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,1203,28.8,26.3,31.3,,7/1/14,6/30/17
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,805,23.6,21,26.4,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,236,13.4,10.7,16.9,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,703,8.1,6.4,10.2,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,Better than the National Rate,524,11.7,9.6,14.3,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Worse than the National Rate,257,24,20.3,28.4,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,959,27.9,25.3,30.6,,7/1/14,6/30/17
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,610,22.6,19.9,25.5,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,40,12.4,9.5,16.2,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,204,9.1,6.6,12.3,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,161,15.2,11.7,19.3,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,53,17.6,14.1,22,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,316,31.8,28,36.2,,7/1/14,6/30/17
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,197,19.2,15.8,23.1,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,95,12.2,9.3,16,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,465,8.7,6.8,11.1,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,370,13.1,10.5,16.2,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,72,16.7,13.4,20.7,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,631,26.8,23.7,30,,7/1/14,6/30/17
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,413,21.1,18.1,24.4,,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,110,9.5,6.6,13.4,,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,119,13.6,10,18.1,,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,142,22.1,18.2,26.9,,7/1/14,6/30/17
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,140,15.8,12.6,19.6,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,100,13.4,10.1,17.8,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,636,7,5.3,9.2,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,288,12.9,10,16.3,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,110,16.8,13.5,20.8,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,876,25.9,23.1,28.9,,7/1/14,6/30/17
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,343,19.8,16.7,23.5,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,56,15.7,11.7,20.7,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,336,9.5,7.2,12.8,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,302,14.1,11,17.6,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,59,18.1,14.4,22.9,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,447,26,22.6,29.8,,7/1/14,6/30/17
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,380,21.7,18.5,25.3,,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,109,10.3,7,14.5,,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,102,14.4,10.4,19.7,,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,122,22,17.7,27,,7/1/14,6/30/17
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,116,15.4,12.3,19.3,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,64,12.2,9.2,15.7,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,212,9.6,7.1,13,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,288,14.6,11.5,18.7,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,64,15.4,12.1,19.4,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,289,25.3,21.2,29.8,,7/1/14,6/30/17
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,352,18.2,15.2,21.7,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,95,11.9,9.1,15.7,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,545,6.8,5.1,9,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,245,13.8,10.9,17.2,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,101,18.8,15.2,23.3,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,721,25.6,22.8,28.6,,7/1/14,6/30/17
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,279,21.5,18.1,25.2,,7/1/14,6/30/17
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,Number of Cases Too Small,N/A,N/A,N/A,N/A,1,7/1/14,6/30/17
